temp,hum,soilmoisture,rain,ph
30,84,66,"Light Rain",7
30,84,68,"Light Rain",7
30,84,62,"Light Rain",7
30,84,64,"Light Rain",7
30,84,62,"Light Rain",7
30,84,62,"Light Rain",7
30,84,65,"Light Rain",7
30,84,64,"Light Rain",7
30,85,68,"Light Rain",7
30,85,67,"Light Rain",7
30,85,69,"Light Rain",7
30,85,69,"Light Rain",7
30,85,67,"Light Rain",7
30,85,69,"Light Rain",7
30,84,64,"Light Rain",7
30,84,65,"Light Rain",7
30,84,62,"Light Rain",7
30,84,62,"Light Rain",7
30,84,64,"Light Rain",7
30,84,63,"Light Rain",7
30,84,68,"Light Rain",7
30,84,67,"Light Rain",7
30,84,68,"Light Rain",7
30,84,69,"Light Rain",7
30,84,67,"Light Rain",7
30,84,68,"Light Rain",7
30,84,63,"Light Rain",7
30,84,65,"Light Rain",7
30,84,62,"Light Rain",7
30,84,63,"Light Rain",7
30,84,66,"Light Rain",7
30,84,65,"Light Rain",7
30,84,69,"Light Rain",7
30,84,68,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,65,"Light Rain",7
30,84,66,"Light Rain",7
30,84,62,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,66,"Light Rain",7
30,84,65,"Light Rain",7
30,84,69,"Light Rain",7
30,84,68,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,65,"Light Rain",7
30,84,67,"Light Rain",7
30,84,62,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,67,"Light Rain",7
30,84,66,"Light Rain",7
30,84,69,"Light Rain",7
30,84,70,"Light Rain",7
30,84,68,"Light Rain",7
30,84,69,"Light Rain",7
30,84,63,"Light Rain",7
30,84,64,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,67,"Light Rain",7
30,84,66,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,67,"Light Rain",7
30,84,68,"Light Rain",7
30,84,63,"Light Rain",7
30,84,64,"Light Rain",7
30,84,62,"Light Rain",7
30,84,62,"Light Rain",7
30,84,66,"Light Rain",7
30,84,66,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,67,"Light Rain",7
30,84,68,"Light Rain",7
30,84,63,"Light Rain",7
30,84,64,"Light Rain",7
30,84,62,"Light Rain",7
30,84,61,"Light Rain",7
30,84,66,"Light Rain",7
30,84,65,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,68,"Light Rain",7
30,84,69,"Light Rain",7
30,84,64,"Light Rain",7
30,84,65,"Light Rain",7
30,84,62,"Light Rain",7
30,84,63,"Light Rain",7
30,84,67,"Light Rain",7
30,84,66,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,66,"Light Rain",7
30,84,67,"Light Rain",7
30,84,62,"Light Rain",7
30,84,62,"Light Rain",7
30,84,64,"Light Rain",7
30,84,63,"Light Rain",7
30,84,69,"Light Rain",7
30,84,68,"Light Rain",7
30,84,68,"Light Rain",7
30,84,69,"Light Rain",7
30,84,64,"Light Rain",7
30,84,65,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,68,"Light Rain",7
30,84,67,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,64,"Light Rain",7
30,84,64,"Light Rain",7
30,84,61,"Light Rain",7
30,84,62,"Light Rain",7
30,84,67,"Light Rain",7
30,84,66,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,65,"Light Rain",7
30,84,66,"Light Rain",7
30,84,62,"Light Rain",7
30,84,62,"Light Rain",7
30,84,66,"Light Rain",7
30,84,65,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,68,"Light Rain",7
30,84,69,"Light Rain",7
30,84,64,"Light Rain",7
30,84,65,"Light Rain",7
30,84,62,"Light Rain",7
30,84,62,"Light Rain",7
30,84,67,"Light Rain",7
30,84,66,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,68,"Light Rain",7
30,84,69,"Light Rain",7
30,84,63,"Light Rain",7
30,84,64,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,68,"Light Rain",7
30,84,67,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,65,"Light Rain",7
30,84,66,"Light Rain",7
30,84,62,"Light Rain",7
30,84,62,"Light Rain",7
30,84,65,"Light Rain",7
30,84,64,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,67,"Light Rain",7
30,84,68,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,64,"Light Rain",7
30,84,64,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,68,"Light Rain",7
30,84,68,"Light Rain",7
30,85,63,"Light Rain",7
30,85,63,"Light Rain",7
30,85,64,"Light Rain",7
30,85,63,"Light Rain",7
30,85,69,"Light Rain",7
30,85,69,"Light Rain",7
30,85,68,"Light Rain",7
30,85,69,"Light Rain",7
30,85,63,"Light Rain",7
30,85,63,"Light Rain",7
30,85,64,"Light Rain",7
30,85,64,"Light Rain",7
30,85,69,"Light Rain",7
30,85,70,"Light Rain",7
30,85,66,"Light Rain",7
30,85,66,"Light Rain",7
30,85,62,"Light Rain",7
30,85,63,"Light Rain",7
30,85,67,"Light Rain",7
30,85,67,"Light Rain",7
30,85,69,"Light Rain",7
30,85,69,"Light Rain",7
30,85,63,"Light Rain",7
30,85,64,"Light Rain",7
30,85,64,"Light Rain",7
30,85,65,"Light Rain",7
30,85,69,"Light Rain",7
30,85,69,"Light Rain",7
30,85,65,"Light Rain",7
30,85,65,"Light Rain",7
30,85,63,"Light Rain",7
30,85,64,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,65,"Light Rain",7
30,84,65,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,69,"Light Rain",7
30,84,70,"Light Rain",7
30,84,67,"Light Rain",7
30,84,66,"Light Rain",7
30,84,63,"Light Rain",7
30,84,62,"Light Rain",7
30,84,68,"Light Rain",7
30,84,69,"Light Rain",7
30,84,68,"Light Rain",7
30,84,68,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,67,"Light Rain",7
30,84,67,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,65,"Light Rain",7
30,84,66,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,64,"Light Rain",7
30,84,64,"Light Rain",7
30,84,64,"Light Rain",7
30,84,64,"Light Rain",7
30,84,70,"Light Rain",7
30,84,69,"Light Rain",7
30,85,65,"Light Rain",7
30,85,65,"Light Rain",7
30,84,63,"Light Rain",7
30,84,64,"Light Rain",7
30,84,69,"Light Rain",7
30,84,70,"Light Rain",7
30,84,65,"Light Rain",7
30,84,66,"Light Rain",7
30,84,64,"Light Rain",7
30,84,64,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,65,"Light Rain",7
30,84,65,"Light Rain",7
30,84,63,"Light Rain",7
30,84,64,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,64,"Light Rain",7
30,84,62,"Light Rain",7
30,84,64,"Light Rain",7
30,84,65,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,66,"Light Rain",7
30,84,67,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,62,"Light Rain",7
30,84,62,"Light Rain",7
30,84,68,"Light Rain",7
30,84,69,"Light Rain",7
30,84,68,"Light Rain",7
30,84,67,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,66,"Light Rain",7
30,84,65,"Light Rain",7
30,84,63,"Light Rain",7
30,84,64,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,64,"Light Rain",7
30,84,63,"Light Rain",7
30,84,65,"Light Rain",7
30,84,66,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,68,"Light Rain",7
30,84,68,"Light Rain",7
30,84,68,"Light Rain",7
30,84,68,"Light Rain",7
30,84,63,"Light Rain",7
30,84,62,"Light Rain",7
30,84,68,"Light Rain",7
30,84,68,"Light Rain",7
30,84,66,"Light Rain",7
30,84,66,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,68,"Light Rain",7
30,84,68,"Light Rain",7
30,84,68,"Light Rain",7
30,84,68,"Light Rain",7
30,84,62,"Light Rain",7
30,84,63,"Light Rain",7
30,84,66,"Light Rain",7
30,84,66,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,64,"Light Rain",7
30,84,65,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,68,"Light Rain",7
30,84,68,"Light Rain",7
30,84,68,"Light Rain",7
30,84,69,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,65,"Light Rain",7
30,84,65,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,65,"Light Rain",7
30,84,65,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,68,"Light Rain",7
30,84,69,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,67,"Light Rain",7
30,84,67,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,65,"Light Rain",7
30,84,65,"Light Rain",7
30,84,64,"Light Rain",7
30,84,64,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,67,"Light Rain",7
30,84,68,"Light Rain",7
30,84,64,"Light Rain",7
30,84,64,"Light Rain",7
30,84,67,"Light Rain",7
30,84,67,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,85,65,"Light Rain",7
30,85,66,"Light Rain",7
30,85,64,"Light Rain",7
30,85,64,"Light Rain",7
30,85,70,"Light Rain",7
30,85,70,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,64,"Light Rain",7
30,84,64,"Light Rain",7
30,84,67,"Light Rain",7
30,84,67,"Light Rain",7
30,84,70,"Light Rain",7
30,84,71,"Light Rain",7
30,84,66,"Light Rain",7
30,84,66,"Light Rain",7
30,85,63,"Light Rain",7
30,85,63,"Light Rain",7
30,85,69,"Light Rain",7
30,85,69,"Light Rain",7
30,85,70,"Light Rain",7
30,85,71,"Light Rain",7
30,85,65,"Light Rain",7
30,85,65,"Light Rain",7
30,85,67,"Light Rain",7
30,85,67,"Light Rain",7
30,84,71,"Light Rain",7
30,84,71,"Light Rain",7
30,84,65,"Light Rain",7
30,84,65,"Light Rain",7
30,84,65,"Light Rain",7
30,84,65,"Light Rain",7
30,84,71,"Light Rain",7
30,84,70,"Light Rain",7
30,84,65,"Light Rain",7
30,84,65,"Light Rain",7
30,84,64,"Light Rain",7
30,84,65,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,66,"Light Rain",7
30,84,66,"Light Rain",7
30,84,63,"Light Rain",7
30,84,64,"Light Rain",7
30,84,70,"Light Rain",7
30,84,69,"Light Rain",7
30,84,66,"Light Rain",7
30,84,65,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,69,"Light Rain",7
30,84,70,"Light Rain",7
30,84,67,"Light Rain",7
30,84,67,"Light Rain",7
30,84,63,"Light Rain",7
30,84,64,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,68,"Light Rain",7
30,84,68,"Light Rain",7
30,84,62,"Light Rain",7
30,84,62,"Light Rain",7
30,84,67,"Light Rain",7
30,84,67,"Light Rain",7
30,84,69,"Light Rain",7
30,84,70,"Light Rain",7
30,84,63,"Light Rain",7
30,84,64,"Light Rain",7
30,84,65,"Light Rain",7
30,84,65,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,66,"Light Rain",7
30,84,66,"Light Rain",7
30,84,63,"Light Rain",7
30,84,64,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,68,"Light Rain",7
30,84,68,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,68,"Light Rain",7
30,84,68,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,65,"Light Rain",7
30,84,65,"Light Rain",7
30,84,65,"Light Rain",7
30,84,65,"Light Rain",7
30,85,70,"Light Rain",7
30,85,71,"Light Rain",7
30,85,68,"Light Rain",7
30,85,70,"Light Rain",7
30,85,65,"Light Rain",7
30,85,65,"Light Rain",7
30,85,68,"Light Rain",7
30,85,67,"Light Rain",7
30,85,70,"Light Rain",7
30,85,71,"Light Rain",7
30,85,65,"Light Rain",7
30,85,66,"Light Rain",7
30,85,63,"Light Rain",7
30,85,63,"Light Rain",7
30,85,69,"Light Rain",7
30,85,69,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,64,"Light Rain",7
30,84,65,"Light Rain",7
30,84,64,"Light Rain",7
30,84,64,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,68,"Light Rain",7
30,84,69,"Light Rain",7
30,84,63,"Light Rain",7
30,84,64,"Light Rain",7
30,84,66,"Light Rain",7
30,84,65,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,66,"Light Rain",7
30,84,66,"Light Rain",7
30,85,63,"Light Rain",7
30,85,63,"Light Rain",7
30,85,69,"Light Rain",7
30,85,68,"Light Rain",7
30,85,69,"Light Rain",7
30,85,70,"Light Rain",7
30,85,64,"Light Rain",7
30,85,64,"Light Rain",7
30,85,64,"Light Rain",7
30,85,64,"Light Rain",7
30,85,69,"Light Rain",7
30,85,69,"Light Rain",7
30,85,68,"Light Rain",7
30,85,68,"Light Rain",7
30,85,63,"Light Rain",7
30,85,63,"Light Rain",7
30,85,65,"Light Rain",7
30,85,64,"Light Rain",7
30,85,70,"Light Rain",7
30,85,69,"Light Rain",7
30,85,68,"Light Rain",7
30,85,69,"Light Rain",7
30,84,63,"Light Rain",7
30,84,64,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,85,68,"Light Rain",7
30,85,67,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,66,"Light Rain",7
30,84,67,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,85,64,"Light Rain",7
30,85,63,"Light Rain",7
30,85,69,"Light Rain",7
30,85,68,"Light Rain",7
30,85,70,"Light Rain",7
30,85,70,"Light Rain",7
30,85,67,"Light Rain",7
30,85,69,"Light Rain",7
30,85,64,"Light Rain",7
30,85,65,"Light Rain",7
30,85,63,"Light Rain",7
30,85,64,"Light Rain",7
30,85,68,"Light Rain",7
30,85,67,"Light Rain",7
30,85,70,"Light Rain",7
30,85,70,"Light Rain",7
30,85,68,"Light Rain",7
30,85,69,"Light Rain",7
30,85,64,"Light Rain",7
30,85,65,"Light Rain",7
30,85,64,"Light Rain",7
30,85,64,"Light Rain",7
30,85,67,"Light Rain",7
30,85,65,"Light Rain",7
30,85,69,"Light Rain",7
30,85,68,"Light Rain",7
30,85,70,"Light Rain",7
30,85,70,"Light Rain",7
30,84,68,"Light Rain",7
30,84,69,"Light Rain",7
30,84,64,"Light Rain",7
30,84,65,"Light Rain",7
30,84,62,"Light Rain",7
30,84,62,"Light Rain",7
30,85,64,"Light Rain",7
30,85,63,"Light Rain",7
30,85,67,"Light Rain",7
30,85,66,"Light Rain",7
30,85,69,"Light Rain",7
30,85,69,"Light Rain",7
30,85,68,"Light Rain",7
30,85,69,"Light Rain",7
30,85,65,"Light Rain",7
30,85,66,"Light Rain",7
30,85,62,"Light Rain",7
30,85,64,"Light Rain",7
30,85,62,"Light Rain",7
30,85,63,"Light Rain",7
30,85,65,"Light Rain",7
30,85,64,"Light Rain",7
30,85,68,"Light Rain",7
30,85,67,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,85,69,"Light Rain",7
30,85,69,"Light Rain",7
30,84,67,"Light Rain",7
30,84,69,"Light Rain",7
30,84,65,"Light Rain",7
30,84,67,"Light Rain",7
30,84,63,"Light Rain",7
30,84,65,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,65,"Light Rain",7
30,84,64,"Light Rain",7
30,84,67,"Light Rain",7
30,84,64,"Light Rain",7
30,84,68,"Light Rain",7
30,84,66,"Light Rain",7
30,84,70,"Light Rain",7
30,84,68,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,69,"Light Rain",7
30,84,70,"Light Rain",7
30,84,68,"Light Rain",7
30,84,69,"Light Rain",7
30,84,66,"Light Rain",7
30,84,68,"Light Rain",7
30,84,64,"Light Rain",7
30,84,66,"Light Rain",7
30,84,63,"Light Rain",7
30,84,65,"Light Rain",7
30,84,63,"Light Rain",7
30,84,64,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,65,"Light Rain",7
30,84,63,"Light Rain",7
30,85,66,"Light Rain",7
30,85,63,"Light Rain",7
30,85,67,"Light Rain",7
30,85,64,"Light Rain",7
30,85,68,"Light Rain",7
30,85,65,"Light Rain",7
30,85,68,"Light Rain",7
30,85,66,"Light Rain",7
30,84,69,"Light Rain",7
30,84,67,"Light Rain",7
30,84,70,"Light Rain",7
30,84,68,"Light Rain",7
30,84,70,"Light Rain",7
30,84,69,"Light Rain",7
30,84,70,"Light Rain",7
30,84,69,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,71,"Light Rain",7
30,84,70,"Light Rain",7
30,84,71,"Light Rain",7
30,84,70,"Light Rain",7
30,84,71,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,69,"Light Rain",7
30,84,71,"Light Rain",7
30,84,71,"Light Rain",7
30,84,72,"Light Rain",7
30,84,71,"Light Rain",7
30,84,71,"Light Rain",7
30,84,70,"Light Rain",7
30,84,71,"Light Rain",7
30,84,69,"Light Rain",7
30,84,71,"Light Rain",7
30,84,69,"Light Rain",7
30,84,70,"Light Rain",7
30,84,68,"Light Rain",7
30,84,70,"Light Rain",7
30,84,67,"Light Rain",7
30,84,69,"Light Rain",7
30,84,66,"Light Rain",7
30,84,69,"Light Rain",7
30,84,66,"Light Rain",7
30,84,68,"Light Rain",7
30,84,65,"Light Rain",7
30,84,68,"Light Rain",7
30,84,64,"Light Rain",7
30,84,68,"Light Rain",7
30,84,65,"Light Rain",7
30,84,67,"Light Rain",7
30,84,64,"Light Rain",7
30,84,67,"Light Rain",7
30,84,64,"Light Rain",7
30,84,66,"Light Rain",7
30,84,64,"Light Rain",7
30,84,67,"Light Rain",7
30,84,64,"Light Rain",7
30,84,66,"Light Rain",7
30,85,64,"Light Rain",7
30,85,66,"Light Rain",7
30,84,63,"Light Rain",7
30,84,65,"Light Rain",7
30,84,63,"Light Rain",7
30,84,65,"Light Rain",7
30,84,63,"Light Rain",7
30,84,64,"Light Rain",7
30,84,63,"Light Rain",7
30,84,64,"Light Rain",7
30,84,63,"Light Rain",7
30,84,64,"Light Rain",7
30,84,64,"Light Rain",7
30,84,64,"Light Rain",7
30,84,65,"Light Rain",7
30,84,64,"Light Rain",7
30,84,65,"Light Rain",7
30,84,64,"Light Rain",7
30,84,66,"Light Rain",7
30,84,64,"Light Rain",7
30,84,67,"Light Rain",7
30,84,64,"Light Rain",7
30,84,68,"Light Rain",7
30,84,65,"Light Rain",7
30,84,68,"Light Rain",7
30,84,65,"Light Rain",7
30,84,68,"Light Rain",7
30,84,66,"Light Rain",7
30,84,69,"Light Rain",7
30,84,67,"Light Rain",7
30,84,70,"Light Rain",7
30,84,68,"Light Rain",7
30,84,70,"Light Rain",7
30,84,69,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,69,"Light Rain",7
30,84,70,"Light Rain",7
30,84,69,"Light Rain",7
30,84,70,"Light Rain",7
30,84,68,"Light Rain",7
30,84,69,"Light Rain",7
30,84,68,"Light Rain",7
30,84,69,"Light Rain",7
30,84,66,"Light Rain",7
30,84,69,"Light Rain",7
30,84,65,"Light Rain",7
30,84,68,"Light Rain",7
30,84,65,"Light Rain",7
30,84,68,"Light Rain",7
30,84,64,"Light Rain",7
30,84,66,"Light Rain",7
30,84,63,"Light Rain",7
30,84,65,"Light Rain",7
30,84,62,"Light Rain",7
30,84,64,"Light Rain",7
30,84,62,"Light Rain",7
30,84,63,"Light Rain",7
30,84,62,"Light Rain",7
30,84,63,"Light Rain",7
30,84,62,"Light Rain",7
30,84,62,"Light Rain",7
30,84,61,"Light Rain",7
30,84,62,"Light Rain",7
30,84,62,"Light Rain",7
30,84,62,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,62,"Light Rain",7
30,84,64,"Light Rain",7
30,84,63,"Light Rain",7
30,84,65,"Light Rain",7
30,84,63,"Light Rain",7
30,84,65,"Light Rain",7
30,84,63,"Light Rain",7
30,84,67,"Light Rain",7
30,84,64,"Light Rain",7
30,84,68,"Light Rain",7
30,84,65,"Light Rain",7
30,84,68,"Light Rain",7
30,84,67,"Light Rain",7
30,84,70,"Light Rain",7
30,84,68,"Light Rain",7
30,84,70,"Light Rain",7
30,84,69,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,71,"Light Rain",7
30,84,69,"Light Rain",7
30,84,71,"Light Rain",7
30,84,68,"Light Rain",7
30,84,71,"Light Rain",7
30,84,67,"Light Rain",7
30,84,70,"Light Rain",7
30,84,66,"Light Rain",7
30,84,69,"Light Rain",7
30,84,65,"Light Rain",7
30,84,68,"Light Rain",7
30,84,65,"Light Rain",7
30,84,68,"Light Rain",7
30,84,64,"Light Rain",7
30,84,67,"Light Rain",7
30,84,64,"Light Rain",7
30,84,66,"Light Rain",7
30,84,64,"Light Rain",7
30,84,65,"Light Rain",7
30,84,64,"Light Rain",7
30,84,65,"Light Rain",7
30,84,64,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,83,63,"Light Rain",7
30,83,63,"Light Rain",7
30,83,63,"Light Rain",7
30,83,62,"Light Rain",7
30,83,63,"Light Rain",7
30,83,62,"Light Rain",7
30,83,64,"Light Rain",7
30,83,62,"Light Rain",7
30,83,65,"Light Rain",7
30,83,63,"Light Rain",7
30,83,67,"Light Rain",7
30,83,64,"Light Rain",7
30,83,68,"Light Rain",7
30,83,66,"Light Rain",7
30,83,69,"Light Rain",7
30,83,68,"Light Rain",7
30,83,69,"Light Rain",7
30,83,69,"Light Rain",7
30,83,69,"Light Rain",7
30,83,70,"Light Rain",7
30,83,69,"Light Rain",7
30,83,70,"Light Rain",7
30,83,67,"Light Rain",7
30,83,69,"Light Rain",7
30,83,65,"Light Rain",7
30,83,68,"Light Rain",7
30,83,64,"Light Rain",7
30,83,66,"Light Rain",7
30,83,63,"Light Rain",7
30,83,65,"Light Rain",7
30,83,63,"Light Rain",7
30,83,64,"Light Rain",7
30,84,64,"Light Rain",7
30,84,64,"Light Rain",7
30,84,65,"Light Rain",7
30,84,63,"Light Rain",7
30,84,66,"Light Rain",7
30,84,64,"Light Rain",7
30,84,68,"Light Rain",7
30,84,66,"Light Rain",7
30,84,69,"Light Rain",7
30,84,68,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,69,"Light Rain",7
30,84,70,"Light Rain",7
30,84,68,"Light Rain",7
30,84,70,"Light Rain",7
30,84,67,"Light Rain",7
30,84,69,"Light Rain",7
30,84,65,"Light Rain",7
30,84,67,"Light Rain",7
30,84,64,"Light Rain",7
30,84,65,"Light Rain",7
30,84,64,"Light Rain",7
30,84,64,"Light Rain",7
30,83,64,"Light Rain",7
30,83,63,"Light Rain",7
30,83,67,"Light Rain",7
30,83,65,"Light Rain",7
30,83,69,"Light Rain",7
30,83,67,"Light Rain",7
30,83,70,"Light Rain",7
30,83,69,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,69,"Light Rain",7
30,84,70,"Light Rain",7
30,84,67,"Light Rain",7
30,84,69,"Light Rain",7
30,84,64,"Light Rain",7
30,84,66,"Light Rain",7
30,84,63,"Light Rain",7
30,84,64,"Light Rain",7
30,84,63,"Light Rain",7
30,84,63,"Light Rain",7
30,84,66,"Light Rain",7
30,84,65,"Light Rain",7
30,84,69,"Light Rain",7
30,84,67,"Light Rain",7
30,84,71,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,67,"Light Rain",7
30,84,69,"Light Rain",7
30,84,65,"Light Rain",7
30,84,66,"Light Rain",7
30,84,63,"Light Rain",7
30,84,64,"Light Rain",7
30,83,63,"Light Rain",7
30,83,63,"Light Rain",7
30,83,65,"Light Rain",7
30,83,63,"Light Rain",7
30,83,67,"Light Rain",7
30,83,66,"Light Rain",7
30,83,69,"Light Rain",7
30,83,68,"Light Rain",7
30,83,69,"Light Rain",7
30,83,69,"Light Rain",7
30,83,68,"Light Rain",7
30,83,69,"Light Rain",7
30,83,65,"Light Rain",7
30,83,66,"Light Rain",7
30,83,63,"Light Rain",7
30,83,64,"Light Rain",7
30,83,63,"Light Rain",7
30,83,63,"Light Rain",7
30,83,64,"Light Rain",7
30,83,63,"Light Rain",7
30,83,67,"Light Rain",7
30,83,65,"Light Rain",7
30,83,69,"Light Rain",7
30,83,67,"Light Rain",7
30,83,69,"Light Rain",7
30,83,68,"Light Rain",7
30,83,68,"Light Rain",7
30,83,68,"Light Rain",7
30,83,66,"Light Rain",7
30,83,68,"Light Rain",7
30,83,64,"Light Rain",7
30,83,66,"Light Rain",7
30,83,63,"Light Rain",7
30,83,65,"Light Rain",7
30,83,62,"Light Rain",7
30,83,63,"Light Rain",7
30,83,62,"Light Rain",7
30,83,62,"Light Rain",7
30,83,64,"Light Rain",7
30,83,63,"Light Rain",7
30,83,66,"Light Rain",7
30,83,64,"Light Rain",7
30,83,68,"Light Rain",7
30,83,66,"Light Rain",7
30,83,69,"Light Rain",7
30,83,68,"Light Rain",7
30,84,70,"Light Rain",7
30,84,70,"Light Rain",7
30,84,68,"Light Rain",7
30,84,70,"Light Rain",7
30,84,66,"Light Rain",7
30,84,69,"Light Rain",7
30,84,64,"Light Rain",7
30,84,66,"Light Rain",7
